Top_HTC,Bottom_HTC,Ramp1,Hold1,Ramp2,Exotherm,Lag
10,5,3,105,1,30.711817,60.9722423
10,5,3,110,1,30.096012,63.3363752
10,5,3,115,1,29.433342,65.8012918
10,5,3,120,1,28.700158,67.8713064
10,5,3,125,1,27.935892,70.0651157
10,5,3,105,2,35.701405,61.1074521
10,5,3,110,2,35.221856,63.3363752
10,5,3,115,2,34.671364,65.8012918
10,5,3,120,2,34.030996,67.8645416
10,5,3,125,2,33.315239,70.0651157
10,5,3,105,3,36.547624,62.372858
10,5,3,110,3,36.13395,63.4321964
10,5,3,115,3,35.654462,65.7005089
10,5,3,120,3,35.083453,68.0275246
10,5,3,125,3,34.435919,69.9596317
10,5,3,105,4,36.86186,68.343414
10,5,3,110,4,36.482059,65.226146
10,5,3,115,4,36.036742,65.8012918
10,5,3,120,4,35.506048,67.8713064
10,5,3,125,4,34.892027,69.9596317
10,5,3,105,5,37.020089,71.85429833
10,5,3,110,5,36.661357,68.71148
10,5,3,115,5,36.237729,65.8012918
10,5,3,120,5,35.728534,67.8713064
10,5,3,125,5,35.13653,69.9596317
10,5,4,105,1,31.077238,66.2226725
10,5,4,110,1,30.572444,69.1402884
10,5,4,115,1,30.032412,71.9343761
10,5,4,120,1,29.469362,74.5309596
10,5,4,125,1,28.899885,77.2693391
10,5,4,105,2,35.938708,66.2576543
10,5,4,110,2,35.529778,69.1402884
10,5,4,115,2,35.068798,71.9343761
10,5,4,120,2,34.547933,74.634394
10,5,4,125,2,33.979857,77.2693391
10,5,4,105,3,36.744002,66.2226725
10,5,4,110,3,36.39944,69.1143498
10,5,4,115,3,35.994635,71.9343761
10,5,4,120,3,35.532209,74.6432563
10,5,4,125,3,35.010631,77.2693391
10,5,4,105,4,37.044901,69.120638
10,5,4,110,4,36.724032,69.1143498
10,5,4,115,4,36.351393,71.9343761
10,5,4,120,4,35.922066,74.634394
10,5,4,125,4,35.428671,77.1539578
10,5,4,105,5,37.194139,72.645226
10,5,4,110,5,36.892747,69.68409
10,5,4,115,5,36.537218,71.9343761
10,5,4,120,5,36.12533,74.634394
10,5,4,125,5,35.651486,77.1539578
10,5,5,105,1,31.300348,69.701034
10,5,5,110,1,30.860856,72.9258939
10,5,5,115,1,30.399818,75.8081048
10,5,5,120,1,29.930991,78.8635969
10,5,5,125,1,29.471188,82.0037195
10,5,5,105,2,36.075084,69.5968419
10,5,5,110,2,35.712439,72.9258939
10,5,5,115,2,35.305045,76.0043093
10,5,5,120,2,34.851704,79.0177518
10,5,5,125,2,34.361468,82.079908
10,5,5,105,3,36.864238,69.6149891
10,5,5,110,3,36.553528,72.9258939
10,5,5,115,3,36.193195,76.0043093
10,5,5,120,3,35.792131,79.0801049
10,5,5,125,3,35.341649,82.1268031
10,5,5,105,4,37.150393,69.627213
10,5,5,110,4,36.866306,72.8501001
10,5,5,115,4,36.537054,76.0701667
10,5,5,120,4,36.159586,79.0801049
10,5,5,125,4,35.733351,82.1268031
10,5,5,105,5,37.293897,73.288646
10,5,5,110,5,37.027086,72.8501001
10,5,5,115,5,36.712173,76.0701667
10,5,5,120,5,36.35197,79.0801049
10,5,5,125,5,35.942358,82.1268031
10,60,1,105,1,12.127579,9.0136305
10,60,1,110,1,10.505031,9.0136305
10,60,1,115,1,8.48771,9.0136305
10,60,1,120,1,6.046261,9.0136305
10,60,1,125,1,5.500587,9.0136305
10,60,1,105,2,26.65808,14.759251
10,60,1,110,2,23.811242,13.616289
10,60,1,115,2,20.33777,12.105438
10,60,1,120,2,16.323592,10.223941
10,60,1,125,2,12.070201,9.0136254
10,60,1,105,3,32.323442,22.255247
10,60,1,110,3,29.290578,20.857163
10,60,1,115,3,25.455298,19.047934
10,60,1,120,3,20.785855,16.822817
10,60,1,125,3,15.531856,14.561253
10,60,1,105,4,34.350583,29.481984
10,60,1,110,4,31.324694,27.838855
10,60,1,115,4,27.45474,25.756482
10,60,1,120,4,22.65977,23.224559
10,60,1,125,4,17.098707,20.632909
10,60,1,105,5,35.291779,36.027308
10,60,1,110,5,32.303635,34.203376
10,60,1,115,5,28.450956,31.85874
10,60,1,120,5,23.624212,28.986829
10,60,1,125,5,17.952878,25.696423
10,60,2,105,1,12.935937,18.0144113
10,60,2,110,1,11.560102,18.081343
10,60,2,115,1,9.833411,18.1243832
10,60,2,120,1,7.714573,18.139639
10,60,2,125,1,5.194862,18.139639
10,60,2,105,2,27.868993,18.0182865
10,60,2,110,2,25.383675,18.0867714
10,60,2,115,2,22.30754,18.1258466
10,60,2,120,2,18.622958,18.139619
10,60,2,125,2,14.475467,18.139619
10,60,2,105,3,33.599328,22.401814
10,60,2,110,3,30.983986,21.074777
10,60,2,115,3,27.657654,19.347146
10,60,2,120,3,23.513051,18.139639
10,60,2,125,3,18.600422,18.139639
10,60,2,105,4,35.632746,29.660482
10,60,2,110,4,33.041436,28.096094
10,60,2,115,4,29.715805,26.100212
10,60,2,120,4,25.515893,23.57524
10,60,2,125,4,20.418145,20.639286
10,60,2,105,5,36.564493,36.246169
10,60,2,110,5,34.018364,34.436207
10,60,2,115,5,30.723232,32.183666
10,60,2,120,5,26.536055,29.436332
10,60,2,125,5,21.395056,26.036215
10,60,3,105,1,13.27461133,26.0883097
10,60,3,110,1,11.98961,26.3496544
10,60,3,115,1,10.45607367,26.5443962
10,60,3,120,1,8.431781333,26.7394471
10,60,3,125,1,6.060002,26.8898805
10,60,3,105,2,28.361864,26.1280232
10,60,3,110,2,26.03108,26.3496544
10,60,3,115,2,23.140647,26.5443962
10,60,3,120,2,19.623507,26.7520743
10,60,3,125,2,15.588206,26.9002032
10,60,3,105,3,34.09639,26.1280232
10,60,3,110,3,31.666742,26.3496544
10,60,3,115,3,28.573477,26.5743545
10,60,3,120,3,24.667699,26.7645272
10,60,3,125,3,19.972633,26.9002032
10,60,3,105,4,36.135007,29.69525167
10,60,3,110,4,33.723763,28.202635
10,60,3,115,4,30.649376,26.5594633
10,60,3,120,4,26.716172,26.7394471
10,60,3,125,4,21.882481,26.9002032
10,60,3,105,5,37.073329,36.32237133
10,60,3,110,5,34.712073,34.599688
10,60,3,115,5,31.67037,32.04851067
10,60,3,120,5,27.758977,29.41850133
10,60,3,125,5,22.899423,26.9002032
10,60,4,105,1,13.450455,33.0241757
10,60,4,110,1,12.240024,33.4150154
10,60,4,115,1,10.717401,33.8995103
10,60,4,120,1,8.839081,34.2922614
10,60,4,125,1,6.578928,34.6766647
10,60,4,105,2,28.640132,32.9728462
10,60,4,110,2,26.401075,33.4614999
10,60,4,115,2,23.611767,33.857823
10,60,4,120,2,20.21752,34.3292108
10,60,4,125,2,16.270059,34.6766647
10,60,4,105,3,34.388291,33.0241757
10,60,4,110,3,32.053474,33.5074792
10,60,4,115,3,29.082522,33.8995103
10,60,4,120,3,25.337794,34.2548999
10,60,4,125,3,20.804014,34.6766647
10,60,4,105,4,36.419785,32.9728462
10,60,4,110,4,34.123245,33.5074792
10,60,4,115,4,31.167867,33.8995103
10,60,4,120,4,27.411932,34.3292108
10,60,4,125,4,22.763717,34.6436855
10,60,4,105,5,37.362235,36.34784
10,60,4,110,5,35.102404,34.657064
10,60,4,115,5,32.186585,33.8995103
10,60,4,120,5,28.465482,34.3292108
10,60,4,125,5,23.80077,34.6436855
10,60,5,105,1,13.575926,38.5966337
10,60,5,110,1,12.406201,39.3620738
10,60,5,115,1,10.935535,40.1420481
10,60,5,120,1,9.119668,40.7712754
10,60,5,125,1,6.93332,41.3464023
10,60,5,105,2,28.823917,38.6963282
10,60,5,110,2,26.649556,39.4527946
10,60,5,115,2,23.931645,40.2238509
10,60,5,120,2,20.620778,40.7712754
10,60,5,125,2,16.746661,41.4147379
10,60,5,105,3,34.580663,38.7948408
10,60,5,110,3,32.318551,39.4527946
10,60,5,115,3,29.434533,40.2238509
10,60,5,120,3,25.798202,40.8460165
10,60,5,125,3,21.3668,41.3464023
10,60,5,105,4,36.61213,38.6963282
10,60,5,110,4,34.37988,39.542467
10,60,5,115,4,31.524111,40.1420481
10,60,5,120,4,27.882297,40.8460165
10,60,5,125,4,23.360887,41.3464023
10,60,5,105,5,37.554885,38.6963282
10,60,5,110,5,35.365792,39.542467
10,60,5,115,5,32.542064,40.1420481
10,60,5,120,5,28.938345,40.8460165
10,60,5,125,5,24.412681,41.3464023
